game_id,home_team_id,away_team_id,home_score,away_score,location,game_date,game_time
6475608,CATH,JUNIAT,3,0,,2025-10-28,17:00:00
6475611,SAGE,UTICA,0,0,,2025-10-07,22:00:00
6475615,SAGE,KEUKA,6,0,,2025-10-17,22:00:00
6475620,VA WES,MHARBA,1,1,,2025-09-07,10:00:00
6475622,MHARBA,MISERI,1,4,,2025-09-12,18:00:00
6475624,MHARBA,AUSTIN,0,0,,2025-09-13,17:00:00
6475629,MHARBA,HOWPAY,1,0,,2025-09-25,18:00:00
6475631,ETEXBA,MHARBA,0,1,,2025-10-04,16:00:00
6475633,HOWPAY,MHARBA,0,2,,2025-10-18,16:00:00
6475636,MHARBA,TX LUT,1,1,,2025-10-21,18:00:00
6475638,ANNAMA,WESTFS,0,3,,2025-10-24,17:00:00
6475640,MHARBA,ETEXBA,4,0,,2025-10-26,11:00:00
6475642,ANNAMA,WORCST,0,2,,2025-11-01,13:00:00
6475647,UMASSB,COAST,4,1,,2025-09-03,17:00:00
6475649,UMASSB,SAGE,1,0,,2025-09-06,13:00:00
6475651,CURRY,UMASSB,2,3,,2025-09-16,22:00:00
6475656,RI COL,UMASSB,1,0,,2025-09-20,11:00:00
6475658,GCHER,MARYVA,0,5,,2025-09-03,14:00:00
6475660,BRKPRT,SAGE,3,0,,2025-09-13,12:00:00
6475662,UMASSB,SUFFLK,0,2,,2025-10-01,16:00:00
6475664,ST VIN,MARYVA,3,1,,2025-09-06,18:00:00
6475667,KEUKA,BRKPRT,0,1,,2025-09-20,12:00:00
6475669,PITTGR,MARYVA,0,0,,2025-09-07,14:00:00
6475671,MARYVA,DELVAL,1,0,,2025-09-13,12:00:00
6475673,HOOD,MARYVA,1,0,,2025-09-17,14:00:00
6475676,BRKPRT,FREDON,0,0,,2025-09-23,14:00:00
6475678,MARYVA,PRATT,3,1,,2025-10-04,12:00:00
6475680,BRKPRT,HOUGHT,4,0,,2025-10-01,14:00:00
6475682,GWYMER,MARYVA,0,2,,2025-10-11,10:00:00
6475685,MARYVA,WASHMD,2,3,,2025-10-22,17:30:00
6475687,BRKPRT,SUNYIT,9,0,,2025-10-04,11:00:00
6475689,CENTNJ,MARYVA,0,6,,2025-10-25,14:00:00
6475691,BRKPRT,NAZARE,1,0,,2025-10-08,14:00:00
6475693,VA WES,MT STJ,2,0,,2025-09-05,17:00:00
